username,public_key,total_balance,utxos
dark_wild_hunter,4FBF908AEA590E071DC7CDB0A9BEB7864484A63F08F41C0621F45F7A7CFFB84F,509395.00,509395.00
eagle_noble_runner,724548517481516B57530C2F7D07EF49A88A076C1F96123F5700C525D364509D,241310.00,241310.00
agent_proud_guardian,21876A2CDCB75E19222321D22E7B8240021955EC0704B5230C11567C54566B14,614138.00,614138.00
ice_noble_wanderer,807023BB4AF437513AB9B5A837A222D6F9C953E157BBAE344B40C115322804D5,933948.00,933948.00
dr_proud_explorer,3ED1E59247010BF7BF2C416FBCE862A121A71AF2ACA06C0154B5437C0F95AE54,704885.00,704885.00
wolf_swift_wanderer,1D72FB2BDEE2B644EF9B63216E85467BB314BA8CCDF869597FA2ADA9E72F8515,560093.00,560093.00
mister_loyal_wanderer,D1CFE7CD73E06FB29E6E196BA16D0FD98CD00FB0E71682CE80C85570D825B6F4,334662.00,334662.00
shadow_sly_adventurer,33B1DE4C5617F55CF457612ECC6BDE004AF858CBA64821CF246FC570133E09F2,523701.00,523701.00
dr_wise_roamer,78C468BC007B5A62DDF1F7A2E3BFFBFED3EE91DE1F1C4E463204CE1CA4236C83,890581.00,890581.00
dragon_wild_traveler,6D463780929740531F2F178E347EBDB8C136B3FD68D369A73EBD535D23EB6B85,253638.00,253638.00
lady_fierce_strider,9BB9EA771846419E0E9AB8615B9847342B504A8444E0C65E1B4A75F85D501173,110508.00,110508.00
professor_bold_strider,28A7A54AFB783D8D9EE42FD6AFE6696FA14FA2A5392EF1C7B18B94DA4720C6F7,273791.00,273791.00
eagle_strong_hunter,1F8A6E3D44E104CC675DCF90CA6F0C4C51797B58C94ED5D7E01C8B17027034B8,648937.00,648937.00
shadow_free_roamer,2119E124FCCDB377E8AB54E67BDBE1F858132B49DD7CDA7A32E7A04E8754E809,57788.00,57788.00
bear_loyal_warrior,32BDA256B4F500C46C12A8E003B3A73529039DFE42ACDDE102A10B0FD34207C7,384130.00,384130.00
the_gentle_runner,852AE5D3F0B2DEE3C33BA65723AE57D2B20F366E30A641A6B3971B26519282B7,926185.00,926185.00
shadow_calm_roamer,9F2A2B28C78A460DADD6E5BA66F62DA14CB43B575EF7E9D77A4D7E5AB7DAE1DC,15222.00,15222.00
eagle_calm_nomad,8BA3CAECD6E7EE4524FB3EC877F844E93C875DFCB68BC7F11B486542671B73F5,407069.00,407069.00
bear_noble_stalker,67256E78910E98AA92B1E983B43B1A5C44416973A389F334B1E2EF7B89849198,153031.00,153031.00
lion_fierce_warrior,D6CD6E3AC9CC96ADDD76A1E825080AACBB537B21111C1E8DB97F48A86613F06F,457182.00,457182.00
lion_fierce_seeker,09751EA39B6E51AD5388AEE10870C9B52A62FA314EA726BA956CECCD6A12EEE0,978380.00,978380.00
mister_proud_wanderer,8D9947D582DEF00352CEF7D60E7A237AB9E9D3E971D50A32B665BFF69534DB66,639117.00,639117.00
bear_free_traveler,A86C670DA31D6286697409428A828ECE0807200E95A5EDB461C6FA9F00B12EF5,49083.00,49083.00
dragon_fierce_guardian,B0ED34FC912EF3D62E2E88DBAED9A8C8E87BFED60184B51FDE014CAF0D59FE72,339772.00,339772.00
tiger_brave_pilgrim,636E327E1440C72A3B19160202240C2C1D82A314CCB274FAAD141AC2D4BE3E2F,325087.00,325087.00
storm_gentle_wanderer,EE76F1136705919D70A0B6FFF5705E3B3A0EAA8058F104F57BD7D7DC57E38890,362439.00,362439.00
storm_fierce_prowler,244926BFCBD463F1321878D21877F25DCF1924AB12C68937C696F739D7C3A800,134967.00,134967.00
eagle_sly_chaser,A3EBBC17F6FEF15D27BF46088BBC0CA965905C00D10CE20F3ED1C53EFD2A4F96,429795.00,429795.00
wolf_calm_walker,4CC80157236D5E690F8ED84102BE5264B2D863AB5FE940184509C956B052526B,469357.00,469357.00
eagle_quick_pilgrim,D5433DE096A97F0FD45EB53628746F1FA4841CC848EE55E8106301D459DC3FFF,473202.00,473202.00
the_bold_roamer,4D967899F478E1B3CBA4912A092B408BCD12922C9FAFB6D771A1CD6D1F4E9C11,915580.00,915580.00
tiger_calm_runner,F8A452CB647FE9B7F4A6341424B3C5E699A67EE690BD9EB30B3ED71D0EBD327F,519157.00,519157.00
eagle_sly_runner,EEB2EFE7E4FCD1B9E2DA61D3152182484EBBC0C5D1E95437840503CAC25E75F3,486911.00,486911.00
light_wise_explorer,CB83F8779B3492C7416C8F4A849D5C56C4A2CA587E8BB85EF200A54213A4F0F0,662942.00,662942.00
the_brave_fighter,36E1B0F17A865371B4AA8F65436808BAD557A971EE1CFA1CCBB75FAD5982B115,570814.00,570814.00
the_fierce_seeker,571FF0F495509D7DB183A95C03C8F5B2363D01033681D54C99078A7DDE21F42E,568802.00,568802.00
mister_swift_traveler,927225B34E7230E4206B0DFD63B4884BD950CF3B6D777F9B652BB810EBFECBE2,225814.00,225814.00
fire_gentle_roamer,F4CD16E7ED8C96825F9497F24F8A04EB3C1975AF352F01D2705C16CF8FA97527,77369.00,77369.00
tiger_noble_chaser,C9A2BE2A1FCBE7379A1274DFC54779E939B96B06C77A612F1A73457522726624,519151.00,519151.00
dragon_bold_walker,9D2A527EE07AA9105F179A4DA4F6E36BEFF6C59C169FA121FA9E37B98E186E34,299463.00,299463.00
dark_silent_rider,6BA51D54B6E5898EB699DBC1CBD281B6250302196489DEFC4BF72476119264EF,705355.00,705355.00
professor_gentle_fighter,2B774DCFE4BC8BC1C10E16DED08B9BE85877DB87497A86C5154A44E0140FD4E5,955026.00,955026.00
captain_fierce_runner,8F0CE2184488ABB315E473D52151E30AB2174B3B89DE37811E82517C41854AC7,318707.00,318707.00
mister_proud_hunter,DEDB4FD2638060C7F89152B78154FBD7CACAEBD22BC5A1A3C507A1289E5F2EC9,873559.00,873559.00
professor_proud_stalker,41090B25AC2A809EFCF1C3AA072EC8B83E6756123570886619C71AC314E459FC,408765.00,408765.00
tiger_free_warrior,442D561FFC18999DCAFD30FEA845398099EE3458502E69CD0D7C9B570A8515E8,495471.00,495471.00
captain_wild_walker,70812A4E00353BC70932E4CE3AD2563E7BF6678A5B78601ACCD7BA51BCA1D9CD,941399.00,941399.00
light_free_wanderer,A19B0AAE7EC9B89A3F80A77F0E83BB958C34C6FC1F7AEE6FC44331E0A3A8DC85,228990.00,228990.00
storm_gentle_chaser,24A280AAE8CC9F7638F85E15CC4B1FB6D7F86A28BF7ED05B6EA96FC73F9CC68D,128701.00,128701.00
eagle_proud_roamer,1BD1333933D6711B00113376C5212A7C051BA8A3C391701B8C2E239CD15C4B1C,943949.00,943949.00
fox_wise_rider,D9202B1DFAB29A8D51C87A9590FF45FE16787DC022C413184B7AFEC1E0A8E0D4,724336.00,724336.00
dragon_swift_explorer,FE9B3D723F057434ECD8C1CCFE975F05E9E6BB1F9B78F5A5692AC213DF9000E5,892064.00,892064.00
storm_clever_voyager,77ACFBDC9811F3FEB9E9A69582E6D563B4D1D13B5AF382B38AFD5C21BAEEE947,323055.00,323055.00
ice_loyal_warrior,82EB10A21CA65F0697B6418AC17F63EDDEC26E5A851F8AD528589EA1F0F2AEF9,944797.00,944797.00
light_gentle_adventurer,91EB108CF3B8DCDFD222CB59C1EB39A41EE7C76D4F9E1E17AB8833D70A83B945,256671.00,256671.00
lady_quick_voyager,DCF34EB95D9D0002E9D1FFC498497ED7CDE7891B8E0E4167244FC6B80EF5895B,77747.00,77747.00
bear_sly_strider,90F044B120488E3F5B3E2B712E2F55B908FC1ED955FD84132D284E7D2E8F3031,652038.00,652038.00
professor_noble_chaser,DBAC60A306B7EBA832FF58A7E7FFCB2A8044B485DD0186EE0180FDAAC144439D,388649.00,388649.00
bear_strong_prowler,272359EAC02BF0AD2BB5EF129E6412A1B1C5530CE9ADDAE5C2E1FD5A03FCF61E,758751.00,758751.00
eagle_strong_nomad,EB335301B86AD85C06DF681C40CDB5F025B20AA97CA742A78260DA22F8B97423,160209.00,160209.00
lady_swift_wanderer,962ED57984CAEC09AF1704A12E8CFB90091814A2144EE1DED6317EE1B8564520,249377.00,249377.00
captain_silent_runner,42AF83016E958B1D7ED0BA53A995D757A85E0627260A30D1E76B51A3CB9B3450,529073.00,529073.00
dr_mighty_explorer,7431222231AD824BE3C1D1EC64A684A26C93549A80DF95DA8C7BABDD987DBECE,326991.00,326991.00
dragon_quick_chaser,A1B9D15679FE5C868BB7B7CA9CDA85BC3DBA89A7D1A769851865D014D3D85A78,978910.00,978910.00
fox_brave_seeker,3F1EE41D1F5592A5202CFAFA101485127B9DB8B20E9D52B5A7EEA9A1763BFAA6,514466.00,514466.00
tiger_brave_fighter,1E6E90223E21C786203515DC2FA319571D0E4DF02E753CD977CD63519F8B8ABE,439848.00,439848.00
agent_fierce_wanderer,0E9C968585F29302E5BA20A1669CE975A0711379CB4597CB05DBF00EE207C1BB,797927.00,797927.00
lady_noble_runner,9D9B35F31957C12B27B573D4F9A7D25206D4E2CA8006985761C708ECF3AB78C5,164048.00,164048.00
captain_clever_voyager,117F30AF848C73488B590094197FC520C969ADC79A01915D0E472C82BBC3570F,816046.00,816046.00
storm_sly_strider,E5DCE2968435DC6CC9BE5CF89916418F5F28586B4C7BB7DDEE777BCDB2E0C876,678298.00,678298.00
captain_swift_pilgrim,CEF5AA4109753F41E216DFB94901DB6A2EC82F69D6948C866CCC1F408C938C49,548683.00,548683.00
eagle_mighty_chaser,8B39E2FFF65784AA7AA36EE019FACEB46A8B287E24F94E92457EFAC1B2A2EC85,899633.00,899633.00
lion_brave_wanderer,8FF3493D166905DD53FB0A77FDFBD8F6A61544FE426BCE75A0A379F9D2E0A4DE,346812.00,346812.00
shadow_proud_roamer,EE5B1769CEE752BE9894704AE1C73D7E798972CDDAA8570ED05F0A8B66DF12A8,922895.00,922895.00
captain_fierce_hunter,819C49CEB1A9E660DDCB89CCC1E9986C7F020D20DBB5B3776ED60D13B8A86771,276172.00,276172.00
dragon_gentle_rider,BA22D6838634246A122511D33F457289C7C20FBC30A61EDB4EEA1584C699D8B8,31177.00,31177.00
ice_wise_walker,78CF3F4E480FD1CC11DC7C30293CE5AE7BAEFBC56BC27AD20E042D3CA3A672CF,81716.00,81716.00
mister_fierce_runner,F179790B7C197D4D041BB2DB9C3306F007886B394CF5A37C64CA223AE14867E8,281852.00,281852.00
tiger_fierce_walker,C23F7607BD9B52BEB3A904E9BB58C833AA5900A3D481D09CD5067D4AD5A75C2A,537523.00,537523.00
dragon_strong_warrior,B138C4DE9C73772C7131A23BF24330E3056BA48BDDCBBFB476361676AB543459,361305.00,361305.00
dark_silent_nomad,C3E67576E6A7B0AE523317E9B0CECF54CE456758C1F3D7A947EF705AB704EBCA,997040.00,997040.00
tiger_fierce_stalker,CA31E6016BFA544B0DFD9C70D3043DB01D6F73C729693018B24C3E862B8D55A8,967651.00,967651.00
dragon_fierce_prowler,FCCB30298C20A6D902CED2E24E3DA5035578764038AECF04D19C04ED2A192751,136089.00,136089.00
lady_loyal_fighter,DCC25D6D17B6569D24F1F24F9D59971D6DCBD0FC1EAFBAAC77E44E788B16F9B6,687313.00,687313.00
eagle_proud_warrior,1940C9EAB866749E569F41AF5863B7F40CF19B403BE0B5B9AFD6074BAEC53BCE,5275.00,5275.00
professor_strong_seeker,D03E0CD529A14FCE3A9A0E14E6F1621B6287053DEBBECE167D0A65E794A5F94E,892104.00,892104.00
shadow_wild_voyager,2E4E33B8D5E089FD65B2BEFB1C7466C899A5C011C43931AD83014BFBECE7344F,971911.00,971911.00
dr_strong_adventurer,410B546504679E95C5A3155549F4B8D06C08F9150A1CAA5C7BF7DE11B6770B47,753600.00,753600.00
dark_mighty_fighter,0E9CD953DB0FF98178C9AB890312402CB8449E64B7C406F6462C5385DC8F3C4E,518835.00,518835.00
storm_gentle_runner,CF8612D224DD13045F4870B2D17FA1FA0E9357BDB0C7E383B8B89BB9EF0E8BA0,698382.00,698382.00
fire_quick_pilgrim,DEBBFB5D5BEC9BB8BFDD3D70826B1CDBFCFC8B56E8F12CD1230F0A6C32D59F0D,332319.00,332319.00
bear_wild_strider,28A4FA2DBAE86D6C4F3CA28383F16ECCCA70DB62E8B2553A70A8A8BBECB9DAB3,986627.00,986627.00
lion_swift_fighter,B5E890B7BB3C96FCDBCD414ED860C820F04078A915AB1B2A0CBA477E5C0138D4,6612.00,6612.00
light_sly_pilgrim,9FCE33058B156DEA980284595F1C7F2883890E40035F4F63E918B0B0FCE949E2,845727.00,845727.00
dark_free_chaser,F4A2268FEF09B3D83385B15C3801B360E11E360B8DC4746B3DBFD8EB4DB291A1,141857.00,141857.00
agent_free_adventurer,20A17C27B65EDD3C41C5B2BFC9D1EEFD7E911AD92C3EBDCBBDE58AC9778CA3AD,279336.00,279336.00
agent_calm_fighter,1F275A96D453B0E9456A4688C51CD070DE941ECB8CB6DA7BB874609E5AAAEE67,319436.00,319436.00
dragon_mighty_hunter,A4C76E281C2121ECDAF8A867AA0ECE09E1EEE2239E36DC11DBB4A1B3B1EEC5D8,761281.00,761281.00
lion_fierce_traveler,59B6F2DEDF94FC56A948BFFE044F64669AE115E9D6387B1E31434C3BA15E7464,531507.00,531507.00
mister_wild_walker,5FCF1F9800A7F48DE0ACF40FD49A0152141B6B2F46F542701C5D300406A9736B,227997.00,227997.00
storm_bold_rider,01C182DCDF9D5D2D11188529E26B416FD48EA58F918AC8C4FD5EEB518E237571,328533.00,328533.00
ice_swift_guardian,183D3C519F47EFBAB2DFF1D6E20B9AA9F7B79B42AA5751A7FE8B2C6B27CBF469,595945.00,595945.00
storm_wild_wanderer,E00D2468DB4A58BB561F7FA32C2F76C2B88E16B41984F37310D2FCD04FC3B679,558788.00,558788.00
light_loyal_prowler,04D56A7E4660D3C71827A645AAFB7AB91ABD6C15860F26C69F85D458BE20B4BE,383277.00,383277.00
fox_clever_seeker,F3B26ABE81AE5A0209550B10FD91A0D5307C2413459CEFFFE1AD196EE79CAE55,261696.00,261696.00
ice_strong_explorer,832A4747FBF97F4C7E90C20AFBF403E9BE45C2491E0D847CE9D2A574291AE774,623115.00,623115.00
fox_mighty_traveler,7C2663D9379848CDFE535CED08B95FCC2B9ADBD278F2C8AD6B672A6F0C567484,124551.00,124551.00
mister_wise_wanderer,6B4CBBCC227EB60C71C1CA2F5E11167370AD1E90612223495FAC354C405965D4,788796.00,788796.00
fire_brave_explorer,ADF160AE8D75728EB6CEC355D418E32772C7C0BE0ECC68C8B9645684A876E47D,528794.00,528794.00
eagle_free_roamer,1DF6233695B915E669864BD9B6C0FA75CD75947AE331AB0E6CF6F1ADEBF9778C,731812.00,731812.00
dragon_free_adventurer,02BA05FBA5D0CBF84D568B8597CF486F9541A7E840B9F03D54BFA65D709561D2,262274.00,262274.00
wolf_sly_walker,332EB7E2B3A536BE8CCD3D401F68971644EFA41953D6769952869CC8332A7E23,626476.00,626476.00
bear_fierce_voyager,F039BF606FDD96C1D473D4A72E8288B06C3ED0FC6FED43533EFF2C277AEFF310,855137.00,855137.00
agent_fierce_traveler,FA58F1244596F87B0B688DAC5712C24059399B277A40C1263DEDD643C64590DA,34922.00,34922.00
professor_clever_walker,C418AFBA0235DB5134D19D8228A236707D43B2A111E0B176497FA5C726924B46,257940.00,257940.00
light_brave_wanderer,D13F8718B002F6C6097479266D4F2F1014F96746E72BE5A66F5C99F11FB37559,707953.00,707953.00
storm_strong_rider,3DE6571E6C4DD24CEC4FCB18C1D479F36772597C5791EC679997ABB2145065BC,587514.00,587514.00
bear_fierce_chaser,EC0D7AF4D696D07D36470E6D3144233152814276EFF6D6D57DDC023C827C3C72,999308.00,999308.00
the_swift_seeker,6A3171B9330B65DDCC86761167020A914BDEA55E7D21FB96ACB6705CC4A806FC,304972.00,304972.00
mister_loyal_rider,38267B7D824BF47F37A5D0F0DE2C3BEEE0E8AA4B8D563AFCA452077B996D6E4A,33660.00,33660.00
fox_silent_traveler,BD791F73D78F666AF5D568D13BF17617EA8C05B2D731FB74F5C6D5BC4A4ED728,360790.00,360790.00
professor_quick_explorer,242C2B5B78CB0D9BE11DE377EA48513BA236C3AF227865ED94971C2B0513BC37,373061.00,373061.00
wolf_sly_seeker,B2279AE590446ED7FFE808E5802F5E821E4C0FA11747A1808FDEAA9D7536623A,978913.00,978913.00
mister_noble_wanderer,7884D716FF3A6CD993CE94C6D4476ECF947AEA0C47E1269AC753F56585FF0D80,949952.00,949952.00
professor_proud_guardian,E758B8797A528E5BE321A16C8DACC65D127F644299E1F5D78267AB9854FA511A,539360.00,539360.00
dr_swift_rider,C6D550C85186C87E466B086A19C0919A9D425103C366B84CC82182DCECF5FE2B,23303.00,23303.00
light_proud_guardian,A1D920016C51A36CEFA5850101E5CC9161D3EA544E635126EB9C2639961CF2AD,453241.00,453241.00
dragon_silent_strider,CCD0F3389A8DD17089958A3F1AA06577E33B34AC17573D34FAD6860B4A3CCD54,16840.00,16840.00
professor_calm_adventurer,03B1BB1711906FAF4C8162CF41BFB762427DA453D56351260B84882362335725,120152.00,120152.00
tiger_mighty_seeker,846881B72CACED0A2457917AE9134447D87CCE60F8846741CE2F74D06F8AB77D,696746.00,696746.00
bear_proud_roamer,DEC41BBB1A605BACB7D08282C05EE60FC8C97D27C9CDA7511E8AA3669CA49992,11590.00,11590.00
wolf_wise_chaser,99E6A0FAD6C83F8C7C3F8E92D3EBE6B5E2ECC1E0778C869FF04C07437EE7B705,402757.00,402757.00
fire_gentle_walker,4A23EEED158DA37DF0B4A83131500EDF308212F61442D85AC1B7BFCFDAD9FFD1,290085.00,290085.00
storm_strong_wanderer,2D1DBAD3D030948CD753D102B9EA7D9C550DF0C1096C59AC83FFF8382F0F0E43,917745.00,917745.00
wolf_fierce_hunter,7B61442AF56530367FFA2500FC4DCB03F2109DA151BF5B40AF881291202F9C4B,697064.00,697064.00
lion_mighty_explorer,142C1B0172B02D893AA3B09C73E978E9AF23F7FF2CA69334DC10E4C02078BE15,26094.00,26094.00
bear_fierce_adventurer,199226C4939AEA7FD7315E7FCF3E8E296C19BC0651F4AF47DA5DA5302E2CB893,737720.00,737720.00
professor_strong_adventurer,27E37DDDE4496B502477BD5BC75C6CB86D4BBDE672A76DAFF83A2516C4E1BF3D,66000.00,66000.00
fire_proud_roamer,BAEB877680CB6FA42733559882EC8CB4799C6E14E7295B54784E32AA2B6CD6D9,796994.00,796994.00
shadow_fierce_strider,6C9A5001B0F1ED2CEBA4FD5245D7075203AACD8FF3900D6EE7BDA38156524803,897867.00,897867.00
fox_fierce_pilgrim,B84E0DC5C8E818C3DD8FC1A4D7250C3AEC71B462F4F7F7EC5D6205C25CC9D5C8,343072.00,343072.00
wolf_loyal_pilgrim,69BB057E7B775452F2EEE2F846DA4F94296FAC8CAD81C1ADB8C31ED36031D2E0,932981.00,932981.00
fox_proud_prowler,97DC0D942BDB10C8280DB5D438489F5D64288D88EDFA1BF1D101E8121AF4DA42,631923.00,631923.00
professor_clever_rider,E399021DFD8F8E501EB77D851A51D485935733380A1CDFB6CDB2A83F8D70A56A,885829.00,885829.00
dark_sly_strider,DB36B27616792F11E63972C5F8EC54CA9913BFEEB1445A3DA9FA659DB662223E,815780.00,815780.00
bear_strong_rider,9DEEF28C0D9E543CB6293FC8571C8CC52DAC4C307A9DFC96735366F68FCD43F5,195418.00,195418.00
captain_loyal_guardian,3235A27F8EC8ADB8F8538ABFA1267DE495128CB3444AE5B5635CCD3F1AB50B0F,843322.00,843322.00
eagle_strong_adventurer,175F67B8B7625368247B13E4863D35D7DCE2B3596DF40B6C0DE4D2C0D7E2B2F4,997968.00,997968.00
fox_noble_roamer,39CAAB3AF82C854D63961E7F10C16ED4BBD941996D0EB425F78B88725D8FFF33,145002.00,145002.00
fox_sly_walker,02484A1D05DDDBB8A438B0975EEF2C64886EB8DB9B8A5729E9FA8CB46ABCDCCA,208972.00,208972.00
light_brave_adventurer,483F81975C8C0AB9BE9B647DB4E482ED40C7382D614E461D4033294BBB6D8888,209358.00,209358.00
eagle_fierce_prowler,4EE4A264E4AB78439F89C97671A4CAABADFD16F26B5737330DEA9F8F8FAF5DAD,1604.00,1604.00
dark_free_hunter,6D20D7A4759DCD5E263A64D9F2F397A8CB6C081D7EE5A6F2D75DD8191A83BCAE,914434.00,914434.00
fire_gentle_chaser,0EF255C969F3A589B752ECA3591BFF78D084EFDD2EA9DA4F353D7660D2A9AF0D,489106.00,489106.00
dr_clever_voyager,61324BB5DBA1C00003E0A098A9BFB41331AC92639529C245CAA0F8F47AA8F2DF,893754.00,893754.00
storm_silent_voyager,FED60707BAF34026E0BD8658219D0025020BA48A165C2C3033A08671162D4D8E,955652.00,955652.00
lady_fierce_voyager,F5D03E4E7C61816EC9F826C44A11DD9372588242A313B8A1B8D5CF8D846D96B4,615458.00,615458.00
dragon_brave_fighter,D786AA51FFAFD3FC50DBA71D8D74D0040E28ABB88AC61CCEA1562DD557F5A8A6,684966.00,684966.00
the_fierce_hunter,7F30CA65E7D3F417073F979AEAC5BEF22C458A091FA3E55CB89EC20C2E826D31,951028.00,951028.00
the_calm_hunter,39000B0F2FEDEA24E3B5AAD67B70F9F12DF4DADE29FA40C15ACA62D42071B567,343817.00,343817.00
professor_brave_chaser,9DCD0D70E67F60863147C74F422021F34EA1FD5605458151B8B100BEB25FF035,950273.00,950273.00
storm_fierce_nomad,6C92DAD698380413A85A0DF18184B86017D9076B5FB8E865074954CBEC7CAE4B,216598.00,216598.00
lion_swift_traveler,ACEA3879899AD635A905B5DABC9792740E6E36ECBDC9FF1B78540B6ED4C37703,949894.00,949894.00
mister_clever_adventurer,131FDA7264D12F67B7246664D62E8930EF213ECCA48899F4CF484435C669EA5D,434961.00,434961.00
eagle_mighty_seeker,A14123F58DCCC14E9867CD3CD2EAB434DC3E961A557C5195BF309E4C42FDF4BD,169469.00,169469.00
bear_bold_strider,4CE28ABE74F5575FF01FF25654A4C2398FEA3270381A076ECB816D4B29DFF790,418122.00,418122.00
bear_fierce_runner,12741621D97E62F017D85E9375B817E1D613DF432A6930C4FF220A01F726248A,761884.00,761884.00
eagle_sly_walker,D99BD9E95D3683172F32A16499720FB2268611DFB07441E1C108862DDC406B1B,599346.00,599346.00
tiger_gentle_guardian,88BEBCA744A62AEF3550C918E4343C4A2802800153FEE79D152A1DDFFB211D8E,485961.00,485961.00
wolf_quick_walker,019F3D811F39F05369FAEBC2D561A440C33056C68BF183A47CB288F9112C2B3E,725677.00,725677.00
mister_quick_roamer,275D7CD25C46714CA92095B8D6D3E691A4DB722D2250D00248E2EC92BF0E7623,700849.00,700849.00
light_swift_warrior,258D407FB3437C36BCAAA77C15E966739DC2BDBB3710E4E77EEB4136496A665B,175529.00,175529.00
light_fierce_seeker,07B215F5351BA015CAD8F3099CD6F64A7292AE9F2D0A16B74E499C1B852F4D82,605455.00,605455.00
the_strong_prowler,F56B5FE86FBFA776C4C09A6D3CFD6FFB3722E5169EAA5649EE34279FBE1929DD,750484.00,750484.00
captain_free_voyager,34CD5D1861FF233D24644C3008717FFA31BDC3577C1C6F522036ADECF7BDC437,439006.00,439006.00
agent_bold_explorer,54AAA9DD1FBCA246FC04CDE9EB1D6A433E57F3C8B39C98D0DBD44284F233F863,348201.00,348201.00
fire_fierce_guardian,7B549C0D0EE671DD39DB10EB416D3166BB5596175C94E97E0542BDDD660489E4,811101.00,811101.00
mister_noble_walker,A3B6EABB8428338181FACD76449BF0A2AFE86B52690D3E0DF31819ABFFBD5568,769187.00,769187.00
wolf_gentle_nomad,215A453BEE4AC3BDBCA1FAAE09EB72EA66182DF24CE3F9DD7397EA3DD8557574,763836.00,763836.00
lady_brave_explorer,9ACA1BF30334D17F3BB9A71242FB30882F7ABEE021660A78A99CF3A2A1481EB0,6615.00,6615.00
bear_strong_chaser,67418F096588E23F5B02B204BD22F7C5464D5DF3C9BA735527CC13D3B4C52E7D,853794.00,853794.00
bear_sly_roamer,2DCA2ADD3CB2136A6F0484CA341000D6AC11BE06068758A443FC20939D40C670,915452.00,915452.00
shadow_wise_roamer,7A79B214E181B6F1F3FF838F5C716C22CC70021D7BEE0D676561D5614824AB58,840868.00,840868.00
bear_sly_strider,052BBC3DAC00872EFDDE258ECA753ADE52D7BD11997C372DB289AFEE861432BE,236782.00,236782.00
mister_free_strider,8EEC157BEF4A70943DABE56398761E3D8CBE816B2301071591272FCDD7E6DBD2,644546.00,644546.00
captain_bold_traveler,C206CFF25216B00AFFA70148F59869E3BE7713554FA3AFFA6273FB92D0F5BFBA,855186.00,855186.00
storm_swift_fighter,B2AE358D9C97BF2F08F5E3FF0805B6EAA02A4EBDC2DEFA7A4D96C204F7C0165E,540945.00,540945.00
shadow_proud_wanderer,5ABF3D11780A99ACBBAEFE2680CF47C4D9E5A99B6F0D849CF0380A824E538207,546411.00,546411.00
captain_quick_wanderer,6A2E4B0389E040206061E36A1FB867CEC54536342553182989EA5AB3FE643370,212546.00,212546.00
agent_quick_rider,A758981955D5EB3AA85B09F40B89411AAA0A014B606D6CB85502616973E35A3A,470667.00,470667.00
dr_free_explorer,E28AD7EA52F103129AB85CB7A7B518EE50AF5A75064BAF262C59D043D0E3E4FD,921935.00,921935.00
