transaction_id,sender_key,receiver_key,amount
32A3566ECD3644DD842424D1369FE5D3,59736A1E69EB08B82F07793B428B8065D5C2F0DDE8AE88ABB75536B168FAE011,0ED013FE2C188C5B2C4DE8FAD6C001AB11D77A905F45F50B88FADD16B90BECEE,361.85
7BC12B1D9DCDDFD1F817698234D016A3,8386F6E85CB6D3BC70D3B29F7732983986DAC57286F057590BA32D9C0E7AFABB,DD5C0EE7C3F603A0BD8357454F63A64BE7A9B4A84C9F81339775392FEA57A683,776.43
B472931873810634BF6E1BBC1E1B1269,5B82A0BE76D10358A7A48C01B4FE8B221A2A7544F4BBC1C1C16AD08A57D175E5,CADDC2032EFB57BE03B6431A8BA68BA3262CA03835A950CE580E6B1050CB8D29,880.60
62201B28D908F5E8A2AE7523ADEAE2EF,102A796E089FA7FAAE8A5907A10667FD32174E0C3B86661C23BBBE8D85D409F4,692EB7E3F0D995BB6429430CC02C88C5D733C5785773963960E2CC0D727F6517,632.58
D330C14842FB87B8219B010C2E802FBF,DD8A5AC41D481F7944EE7BC938BB96A518E5BDB1F5C968E443A62829181E787B,B2192AAACF8E3142A9291B0F6208C754ACF0E5B15ACBF30695481A9CF153D5C5,280.88
67990261E579CB310D2A6FA43228EACF,6D232F30BA689645D60E43D07F94BCF8C007B54BD60B3CF64851CF50B750121F,A9C679E1A852865E7852F0769E4E3EB110BF27C062CAF4465586364BEA2ED5CE,912.69
42C8964ED791ED9E622BA66BCAC38148,021ADD66B442C47CAD3526FB81744F2C6ECA54E2AEBC5AC18AE7524B5BAE9A2B,56677C5C06E82AD513163C9EAF60E1DCCA1D5E529F3D1C206289DA35637DC038,270.24
1D4CE17F3BEE6DC16CFF8C5494CB99CC,A634F5A0CF491EFF9602FA450C1BAC4A90F0ABB1196BCD2BAF44619D9BE7569E,92C8EB7FE7DFAB471EC6C4AAE53FDD15546E9DB1AAADC0CCA8330FFF7F9024A2,404.47
6D0265794257DB998E4304E094450A4A,A58BBEBC6828FEFEDCE27E9AD60CFC244ECA504AC6C01338206B13A0A3F1A6AD,208512A7F6A2568AF1BAA0819A1C526000D46ED60A8EAC6FE6D1E86E69D23D2F,978.21
521147D0B8A18C17603C947FEB2BB920,4903A015F02D07969F33AC5E9AE12C44C4A43DAACDE8617B32F688AF9B3CF33A,97CEDF6AC39AA0FAE032F1E652E671B2D3F2E456926B07EA81AF6013686C4574,668.96
BE4DD2AD7B33A8C4F24611036E9862DD,DAA043FDFA24CACDADA154A5AB8C1F4931F747F654E9BC409D3F9B7BB8C95217,9CD211F67E8A8E6237441880BFE263C97FFD5A1AD4117178739AE16894131837,302.02
DDA09FFE9B585442BA8821F2C8B66A31,C522FB521339AB4586AAC3AF5AFD147A1193642D8F9EC25462A312AC63A8C5B0,5B82A0BE76D10358A7A48C01B4FE8B221A2A7544F4BBC1C1C16AD08A57D175E5,845.26
BA264EBD597331068F3812B4C7574C0D,D5190A520A676125B080FF07A73366166681F8C3BFAFCFA57977B1D4C1969A5A,2014AE9F73441C8DDA7220D4EA7F20F94B553193C9D8ED023D317CD9433C9353,747.58
EDD264C6A2349C76378BAEAB971F661F,730783015AA1718CE8C5AB33982A0935EEE4C737838341B2CE231DFEADBD17B4,757E7746BE35E24108F44107C4C1D41790C62FB801CF3DD502E6E50D73B46AE9,747.31
163D502AF23FA5C6710A3644EEFCCEAE,DF6A756DF188998930AD7D68BD63BAB678AC68D7312BF3A03C36B1A6C314732D,1DBE9E5FFD8961DEFFAD52AFB9C2E28E68966207B13DB942CAEE01EDA434EBC5,917.10
D461B4968AB4D6197659EFBEFFEBBE5E,FB8842955BA5BA298D7348390C15B0A18DD4CFAA5E186B2C907A3DC8B913DA33,D5055C27FAA18F8815AC47E6AB1B78D93B87F461F42803B1B50795A2652904BB,554.21
E83BC1F65AB71A444FDF0E47C0A31DA3,B9AD9D207F4C6EFA14759C50C87331952CB2976F1AE42548B7C6C885C6EDAC3E,5D339BE0AF135F0160B5478A8B88F459E155122FD559A5BA1A30D48942236777,934.53
1BFC9E38AF7E5899E03ACF73C8BCAD8C,C3906B3F4971887DDDC0E313175E767F28413249FD06DC2F16E1A47C1277FF82,E4FE588B9BDDDEBDEDCB5500144CE2F29CEB3B7DB3D60BF29B6D5FADD7B48A90,534.94
E34DC20DB132016DD061631E9C0E3F2C,E164E8D6283D2AC2DB7B4DC1FD793509A333722269956978B37B1F6D492D94EC,5398ABAE28CD3F1C5ED654FECAB331FF823DA0CD1EF505498BFA74DFC8F7F568,176.71
9D4F69ACA2ED56F86A3964E9CD5CE4C1,710CA1C4AF6BA098E0AA8FAA4762D8667AC1C9ADD7F36597961214963FCF4C6C,9AD746CE72B79E54EF93966160B2480A524B9FAE7DE921B77AD01C3FF272D9BC,672.37
FF72BF586BEEF62C55BB573341F8F8B1,59736A1E69EB08B82F07793B428B8065D5C2F0DDE8AE88ABB75536B168FAE011,330D5E1BE530FE7A80A3BB9A291F645465153D06B72C41A5E202625C7B9B7C4C,575.07
7A6734DAD4528E9E5CB23766B34AE0D7,D1D77AB625507AB26BE53FBA580CFDA1EBFDD89A011D2A101ECEE85C5EC211AB,EE6600E4BF9DC88DBB558ADA4CA684CC6036179B8A4A1BF869E56E5CB960F6E3,614.03
61F950EE123DA4AB0C4E4884CA234E7C,9E9DBDF7BD59728546E9235A7D55AE09BFDB10651A95A071406A279D8AF61544,FED0645102F19BEC96CAB6F5EB69F2B5310B68ECB369B5E00A5372612A5979E8,491.30
1314E3E5839E6E4918F7F8DE0EB38B83,0D82D788E0F37F8506E1667A50AED93568C31305EEA4DF15FB80D042B78BEFCF,44922E2E78E0740EE30C60A10628DD741214904AED1EA697E932B11D1F9611B8,612.37
58F8A988985D34D3DD6EBF7305F34E8B,1F40505DF1AE37EE82C5AAA4A6E201C1C013829AE8008A83E966595398C64738,6DCF8B033FBF8D03D04313790AC25CA480AD30063F755BC75576A22F0C6ED734,654.04
DB73711452A8523833DC48DB710C42A1,C73AF8D982AD15074A488F68DEAE8F513999FF79A828BFF824053FC5C97B1707,01D4C1A73FC928314D44B4FD8493F1396C36F16583ACC83F5BF89873AF1DDE68,431.92
B3846F974BFCDA352D55EC0EADA59553,FDA551A23D0A4890C70B73E4CA525E73B0DBA80A5840354B75558787A57CC6F0,599B9723BF0AC543DBC072259FFBDC99690BFB96E5183C6D5C7F18BAF6CE0806,611.72
9F3A8910873B2C3E9DF799E77ED49D02,2C82ED67F6554387029FE6271C1E18B69CD80768EADBBB7326997E6B025F5B94,739F2BEC8A2AD9E1A6A1EEE0841A4C044BAB975DA448D021E7C23D4AC3556CD2,880.52
1BC95AF901EBDA6073950F1284EA7245,BA3823F5999DDA7C59CDC4555BD0233A021B2E733B12CEC24B1483495D8A44E3,41C7631D67E5FBE8D9B56DE95018CF2B69E0B09724D1651A2FD5D44F1CDB80E2,281.45
3E1EF0ED0F989A0A2734379479F5854D,716FBE000548FA06AFA92031E60F33E649990E6591559C6A8AB74A0DEF0B2813,7A0C2A6A3B39848683B906DCED66B866F1C22DFCBC2622175856D703EF75491D,495.27
059D24755F21B2F4EACAF4A293458FCE,D97D1338367F47ABC1A504F9FDBDA7196653D4B9C50948F0E88F8B8B099E3614,A2F07987BFC22C90DD79A5E617792E3BCE215A3F90D766B60F52E404D452E9AB,406.44
FE721C702D8BBE914C2C03C58FD72CEA,195A1EDD7960AAF2A7DE726C7FD091A4E88C10BBE6F28C1D1550838E6910FB74,F9AFBD51658A907027599F5DF18E5A009D08F2C6099046EA166307E064D10DB9,423.86
849523CB9D427C75471E2CC28DD2DEA2,58FFBE738E4899A07CEA4692218811560094F42303EFD9C9F77487F34B0436BA,CE8AFB81A20C7A5387A6E0CC2E0AFA62B21831C3C7F5C9A69D278AFE37208C15,532.22
3FD7EA2FAB7DB9D20E057A74ACC262C3,C0279C99F8C82EF42D0997C43580743FA9D67CB75B32CA8F1A129917473100C1,E427DB02805BC3D574148277A1A4959F655688891E02D1B4806B7AC9FA4AE388,316.49
064EE37927400A13627E385344B1CDE7,EDA04FAF8DE7ACA1B33B127B4A196EA13D3E512140D0226BC04396CDF240B2E1,F674B71D1E2098412178CDF247EFAFD216DC67407D86787F84C53636ED711E44,902.47
B9823C69801933EE3A7A597C3010DE81,CF083E3E6ACDE2B5B67C2F71A59EC67AB9DC8ECB4A17F9C42D7207FDC1D6AFA7,BCE13EB7E9FA7094334FADCB3188EA538B238A6DA95A12406A957F24D4BD2595,239.30
4150A9B3C8B99050F2E0A8B991B56AF1,A5C959B7E63E1DBB4A88BCA4F7241E6CD8E2F3624619302D07E778BC24C8C457,73B46C58F312EEA0B6B06B1EE9BB53949989242D37392240D73173574B54CCC7,381.81
B69864582E9C6C4001A92900A6F35C28,B2CDB8EDC264C235C8E65EACABCF6BAC05417EFB18E885C78A1E162171DFD605,92EA5A1E0034B1DA375C9FAF3F7BBA5A8C76BA06B13F2BE23C32DD8EA0373D3F,283.06
1A0E6E3FACD46D74E6C1E5724C9134F2,DAA043FDFA24CACDADA154A5AB8C1F4931F747F654E9BC409D3F9B7BB8C95217,60A5E07CD1B2E9C70768D8D9C331758A72BFAEDBFDB9DE1FF06E17AFBA8E59D4,410.25
46D021F777AEF09A65D26D37713D16F4,C94A606F5C842A6C8F941B1D4BE90664E09ABE994818D83251F1E2D97FA87CEA,CFED89DC5ED1D1F5D970248D792C28E8B416A6D7529EDA98E4556D3D80F79834,938.60
F65C73D0B973098C392572AA7803FDD2,615F64FE67A76149126D795BFDAE9F3808B7974FC927F439AB545B31DB78E6C1,E8388EFD5FD8BD138E4AC6187AF53912C0953F45CE4E13F448E1DEBFE6B09452,399.28
8D1CA15FA77D52BC8B2DE57E18927A9D,5FF2C22CB2514B5CDBD0803E694CC8DF704B295A80009EC734BF8572222EB10C,213A0F93E725CCB477113C3CDA200CDBD33872A46ECCEBA1BFB8589260F83767,841.48
9526B89FAC198A76D8F514E4AC129F21,47BA8786499B3A9B08FDD192E79982AA5263FE213F29C00AF9D79E9018C8FB7A,56AB569B48067C874FEF7EA19D3ABCF22D9F38D71B4C9E46E7B2CAA59E7C67CF,391.05
AD94A49CF68A98E41DEAC17893E6F8CE,F1F2688E0755662CB0F7F973A8A4C24D2131A1D8409ED95FAE768FFBC49366DF,9E5AE4D73942C3EF5B1AEA524226781C346CDAA0F7A676BE88AB1BBC0B830DA1,71.87
98BBC61785BEBABDA0C904C9F823CA52,05191C48ED13435C4FB5C6857CFE7F32B4A48C7807DA208A077214AE852F9236,D8FA0185FB6973E0126B0310F9206BF3C2AE6EFD0728216F276FB93A922C54DD,642.17
345B6725E51702955C64A3969D33E27D,C522FB521339AB4586AAC3AF5AFD147A1193642D8F9EC25462A312AC63A8C5B0,2431D5BA1E6DF09AAAAFDE3EA353F84D7FCB6026FA2C9BE7B210D7D15D4CBF31,283.45
4ED0BC700006CCB0F4980147AB9073C9,7352ACF338712FB479C6E427C218636CCC8D87733DCD37BA49FA8A833B133D6E,329DEB03C57BA7D1E8BEF6184CA8956F25FC587FE4AA28EBAE2B03D270D0649D,965.13
D85A5DEA0D69B725EAB4B0E13CD8B0A9,A45737CAF562D4EE5F309367EFD75738EC4AEA979A9227B925499DE813297E9C,5991955307AD78F972D995E1180CD6F15E487396EDC0CFE0F38B7DDF533548B9,880.47
23A2CFE247146606F62E5D86454C6F97,EE8C23A5E540C7B59C23D458121E87B0C6C338E673532458318E910DC8036A46,F224BD530A6A60D9A81A10A64A51FE15EF5BACA645130A3E1F8C9D0DDE69E415,380.78
BD22C54803915C4DDEF1F396469E666F,CFED89DC5ED1D1F5D970248D792C28E8B416A6D7529EDA98E4556D3D80F79834,2F83380AB2832B45BA58A104E9E31E417DA6CCE7979740FD98114A7B7C75904B,20.31
4EECF7112AEF47EF56EC0D88B4A4FA12,36A304C06181219996A5746399D0DC67FF2C7E39C7274AD55EBDAF1AF09D26A3,67EC3361B3D0CF6D2FB25E402B452841C9B1B2601CD20E44010175FC3E92F743,768.86
A04C41425A4484FBFBE165BC3DA145EE,BE0BDB191161B3EF356DA29730D2ED96EE4BAB67E5099966CD82CC72568D9774,C7C8B57AACFE306B17BADDBBF155EC22B12D2EFDD93628AE8A4E96EDD03D677D,82.19
DE026B3B1BB56FEB7E8D0B7AAF0338C8,F94F9F85D83525DA14A613EC1F14B41F9650F4A07C98E917DF8B2CE54E2E11D1,C78C10FE729952697E18000AA0854F82F3AFDDA819F47107CE0EE131FACAF24F,92.93
BD8E1D5F32BA7C4C21947F24A930B672,F66848B8278B3C653A71F4BB0A471AB3453A6F3F858FE0B3AE7000D538497E0D,D8FA0185FB6973E0126B0310F9206BF3C2AE6EFD0728216F276FB93A922C54DD,459.06
59440698466B10DB67E832C24DFF4C22,2416578DEC4AC8E26D1E3D49A8D46D2D65E5CE76467F604F809574ABD9C80AFE,5FE38DCE01F378FD5F9BD0A7EA61147194A6479094588B36A3BCFFCCF101051E,194.35
1E940DD04DFB7057BA8FAEF6229861C9,75A6A21ADE3CEABB76F4A093ABAAD3AB1916EF841287FF2363812EC8648556A3,C13CD76D113BD72E730BC98068A617BEBF06A80A0B2D39FE517C9E773D52CF9C,439.51
D21C0304DBA53096C1E1D4ABAF238F87,794CD309390E1077BE2C79D8B90FC75D8568DDA8CBD5B8A3318774540A945EBA,72A75CED1793980C2488ACA2D1E39BE8BB0EF317B915E232F7A03A321235587D,892.17
9868A475E10DB264945D9405C9F12B8A,E0DA76C5E61EDF88AF19614FDAADACC2C42DBED218ED56EC96F9AA1C8F359C47,AADBC36211274B97CE49DDDB6364DBD6D8A317F3D0C61DD7330116BFD5DB3AA3,901.28
E8D0075547B3BBF324E93798161A3386,9A3CCA23753154A477DD0E504D23652F175755D60F0CBEF675AE039D79650037,5B5C39244C83F868708930FB9D91E71E9CB6817F3D246668996D67C0AF3E3E6D,71.82
AA587B56313911F68DA3A89BD9CF1536,195A1EDD7960AAF2A7DE726C7FD091A4E88C10BBE6F28C1D1550838E6910FB74,CBDC6D9FBF25751D92E9ABCDE4FBFB8FBDE8C0A82DBF4D1768B2D1480E0EF192,270.02
ABF04D99B7A24B80D3E31B13B23E63DC,0F22BE9877200AAA952B4728831F96FF75776324772579EB5365F21B781A0677,EFB32F5737EC3276C2055B43EABD90599DAFFAA18510E345A26ED954E54CFBAE,776.74
68F0C5955264E4FD343CB5A226A0DD91,3A254332D87247CB75676FD9AB145C42BE21B15623C52CDF6F1A8DA6211CB08E,05E6DB9B3FB9F4A2D568A4C10EB31FCD93A3A7195F3B39D162CED6D1D89B8FC0,117.27
29E593E9761CA6DC3B6D224D0FA3CBAE,8E6E37C0FF6E00F2D9219D41E81EA642E4AD01E9E1AA1BE6F7FBAF591A93EEAC,F1734976E2C27418FA283B01E25D772CA89DEBD5D9FFED040120A41CC9D28613,232.44
8611834AE93394091000B83CF85722D9,424D205376451992C779DE7D73E54F8882D53C7A4261FC829B119DEDEF23A22F,195A1EDD7960AAF2A7DE726C7FD091A4E88C10BBE6F28C1D1550838E6910FB74,938.45
1BE2A0160883FCFD6950E06ED0591586,D97D1338367F47ABC1A504F9FDBDA7196653D4B9C50948F0E88F8B8B099E3614,FDBDC7A6E8D62854F4D17A4F5F16DEA8D796FB83B6B62B03998DB512CF5899DD,309.04
C76158CD47433E17C8809ED4CF0C1A45,A81674AEF4D0DE2170446C494DC253C263EB9C06619551B28845A2AD552A8580,F4F1059E96343EA0207E32052476B0F52AA0E61D31E7A86E87864CB8B347CEDC,465.18
7864C7170A7CB78CBA6DF84D8E8BA79B,1DBCF136858D85ED56FC3A1901902E721FB1F6ED1F20FB870AB7B4BD72A37CF3,44D44228B861138ED0804E3E8E4A267EE3B5E39D9809538F96A69898992B75E7,389.82
9F49151900986778CC1A8AA4F7C13BC6,73B46C58F312EEA0B6B06B1EE9BB53949989242D37392240D73173574B54CCC7,0F3A3E07D1D26D508B6FC79B1BB284B4AE98ED1D91A055AF377EA6275F898EB6,921.22
C0D8CBAE9209F6DBB5CEEA8E70BDC569,103111CBE6CEC4BCB3F010692AEC9E354684A8548A4CEC35D00246753FE9D8F5,C3906B3F4971887DDDC0E313175E767F28413249FD06DC2F16E1A47C1277FF82,192.17
5EA0E9AD49F0F71144C43B579BA941D8,F4F1059E96343EA0207E32052476B0F52AA0E61D31E7A86E87864CB8B347CEDC,8CA13DE4D6C1A2A8F1B1F5A33BCAA715991FC739205CDB516A7D10AF916598D5,301.82
58A82C8C6066AC97E78F7E812CEFC96C,D31C9A8D725AE4D24D6338F8DB474B9EB596AC1598909C78C5DA8CAA3A676989,34DF6D0C8D4911AB8E1F720CF70CF439C30CF9EE535C9F6598A8534CF191B8B7,934.10
1063D3B1CF68EAFEED62884354A5E513,66D096030F71FE912F2AF0B1058D7EC289B566396E6FDD5AF5E41A6F32ADEB2C,16702D30F4D6FC0066CBA983DA53FCD408F05745A0FC96DB7C23B3468783FEC5,325.55
0EDB036E49A946ACC4EDDAF2AA99619E,9480AF5142D23E32BF0EC3DC6167107D7441074EB10E22AF616B7D76C4A14C7A,AB0F305201BF496CD79B5A606275C534D875C393A3AD19FB45230675C5576C79,557.18
3837B1085DF77977415BBD8A66EB56AE,C54316B43628BE12D9A4E239825612FEB566D0A87D726C5F9B745418EC5B0719,58FFBE738E4899A07CEA4692218811560094F42303EFD9C9F77487F34B0436BA,841.63
A373305871B053429DA7B20DCC80C62E,B72CF17B7F847A92876C6D55C6A56CD572CE3F3E3A2299018FEBC20C9BB506CA,EEFE8B37806615ACFD0A7E893CAE9B5129B4E0D3CEF39427681B51A9CA2BF83C,448.34
3CF974D006AA344591C390CF6E535199,8B2CD67C6083680059F429BD48D5B9AA0F8158DACCED01BD0CC933182E3F6573,2C7E51252DAC477724BAB8F1449FAD21174AA0AA8F33F5B9831A5537681BD0A8,533.81
5D5B62E7AE463965B7699A959EEE5FA0,745CF7A704AD9F5E720DE7817270F2967923B3E037C634D43103DAE3BDC39EED,10757E6966FF9F4B4795C136D05A484E6D0CB729BED7F94083DC8A5EED2A0618,203.31
C98E1DD311F8A2FE8C52338D488EF55D,D24300AA9E485BAE8D0E8B7306E24B881A61E60873FCAC1928B38157BFE452AD,40147BF34A123FCC8BD33C78E4CC638DFDF0611FDCF12DABE4D9971A49720F72,912.12
5F5B08649C55B56ABE20CA4AFE52FF79,3DBBE3A9E400799808F8128B40E7A1EF097279C515D95823AA9A3F56F56231A4,6D9491D209B678E4387C5596F3D63D9C897C11C6E93C8A8ACAE791446BD6125C,433.56
3ED61AD13399073A0BCBDDE8D1BC887D,4A3E0E664F14F5778EF7BADC91C4A170629B5BBD26DCBEA8EF3686A9133711C3,585A073C3E30D7CEBE7B0B05DF65B35ED2A767EBD82E3C085991B5A7F9434A7C,710.39
6283C0DA775E8AF5F8C86A2EA61A59A7,1DBCF136858D85ED56FC3A1901902E721FB1F6ED1F20FB870AB7B4BD72A37CF3,1BC577502090AE71F4C75460B02795F40FC395B252AF381B99E922A4FDC7C332,680.20
3EBAB080431B673B651513DCD676961B,12BA0819EF656D3AD5E12984C58791B15A4F502EA475983169097D30BA241DA4,739F2BEC8A2AD9E1A6A1EEE0841A4C044BAB975DA448D021E7C23D4AC3556CD2,953.82
964B16EBEA873418A3E5CDB5B363BE34,D7963FCFB4A952E269B0C1FEB0AAB7A21618A921E1FF18CC5611F36B28415B04,EE8C23A5E540C7B59C23D458121E87B0C6C338E673532458318E910DC8036A46,941.85
DF4E61D0501A899A41A0921046C22661,B777CF5B1FCF77178E7B3DF77615F6B0887B5FFED76A08C3097EC88DE93BE50A,D01DC893F45C061A3A8FCF57F81D8CFA7D6FED2349B9707A113726C4861D2738,156.10
26DF6DAF9E6E5E4F61FAA3CD440ADA14,BF6E16217A7DA192D8839068B4FA8EC4FEF86633472D34DB76D0BC3D354063FF,FC0F0AABDAF262D154211F7C10D273EA482B46703B45C253E440544D5D261A64,231.15
0804407C0627DD3C509206AFA3EF73E9,1BD19C363DF0922CC3E4A0595C990DB7FDFB400B554644330C010D9B62125EEA,E61FAABA6F9C2E605F116867BCBAE108401FB7F20ECA53243158B157FC0959FA,412.94
FFC534F111731882D9D85A5AF2619885,5398ABAE28CD3F1C5ED654FECAB331FF823DA0CD1EF505498BFA74DFC8F7F568,A3E3B9E2B75BA0043D5B6FEBA9CD09F46EF8F4CD1D5288AD0231C5FB4168A695,360.54
D32D60D0684CB055B1B925B5278F7DD9,97C50320F60A8518564D78BAE3D7AA23C211B61713634442894E0E21A73593F6,2B26E33DDB327F165652BF0688F9E8A84D9C72523678200EFE8A6F85FABE7996,459.12
E5F38F84DA8F86E00762B88211E81564,284784BA35A70E0DE2CCFD3FFBFE80C9B539ABD38D4B696C668E8E21BF4F29E4,CE7FBFBF57BBF07D1039A4A5E93CD9A8C97A1E499EE980C0FF30B122A423F8BE,842.34
